# Time-correlated data for fix JJ
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_flux[1]*c_flux[1] c_flux[2]*c_flux[2] c_flux[3]*c_flux[3]
0 200
57 560 1545 7.31105e-05 -2.58548e-06 6.96181e-05
58 570 1544 7.65669e-05 -4.49282e-06 6.72931e-05
59 580 1543 7.6787e-05 -4.7974e-06 6.80547e-05
60 590 1542 7.40836e-05 -1.28101e-06 7.17383e-05
61 600 1541 6.8734e-05 6.92608e-06 7.48807e-05
62 610 1540 6.06998e-05 1.59459e-05 7.49176e-05
63 620 1539 5.09541e-05 2.03429e-05 7.51258e-05
64 630 1538 4.24209e-05 2.04597e-05 7.94237e-05
65 640 1537 3.7033e-05 2.33041e-05 8.47342e-05
66 650 1536 3.56272e-05 3.48272e-05 8.50598e-05
67 660 1535 3.84702e-05 5.33694e-05 7.97074e-05
68 670 1534 4.39078e-05 7.23797e-05 7.29511e-05
69 680 1533 4.81231e-05 8.73379e-05 6.87169e-05
70 690 1532 4.71297e-05 9.77185e-05 6.86293e-05
71 700 1531 4.03727e-05 0.000104277 7.12098e-05
72 710 1530 3.2193e-05 0.000107003 7.25355e-05
73 720 1529 2.81836e-05 0.000106646 7.05093e-05
74 730 1528 3.06076e-05 0.000106023 6.64526e-05
75 740 1527 3.68685e-05 0.000107347 6.17791e-05
76 750 1526 4.20858e-05 0.000108725 5.64705e-05
77 760 1525 4.33088e-05 0.000106932 5.06781e-05
78 770 1524 4.18975e-05 0.000102893 4.63207e-05
79 780 1523 4.20647e-05 9.95587e-05 4.51584e-05
80 790 1522 4.59014e-05 9.62738e-05 4.51418e-05
81 800 1521 5.12684e-05 8.98768e-05 4.23438e-05
82 810 1520 5.42865e-05 8.11791e-05 3.63081e-05
83 820 1519 5.09813e-05 7.43308e-05 3.03361e-05
84 830 1518 3.88304e-05 6.90644e-05 2.78417e-05
85 840 1517 2.00919e-05 6.01922e-05 2.93391e-05
86 850 1516 6.36577e-07 4.65948e-05 3.22856e-05
87 860 1515 -1.36099e-05 3.4724e-05 3.51774e-05
88 870 1514 -1.97014e-05 2.97616e-05 4.02367e-05
89 880 1513 -1.9432e-05 2.88007e-05 4.91485e-05
90 890 1512 -1.71348e-05 2.54814e-05 5.8801e-05
91 900 1511 -1.52315e-05 1.77577e-05 6.41265e-05
92 910 1510 -1.26939e-05 8.37317e-06 6.38622e-05
93 920 1509 -8.64623e-06 9.16111e-10 6.07895e-05
94 930 1508 -4.6636e-06 -5.68862e-06 5.75463e-05
95 940 1507 -2.87098e-06 -7.06631e-06 5.54102e-05
96 950 1506 -3.66447e-06 -4.2803e-06 5.58142e-05
97 960 1505 -7.2075e-06 1.67782e-07 6.03328e-05
98 970 1504 -1.47209e-05 4.88247e-06 6.77292e-05
99 980 1503 -2.57999e-05 1.1694e-05 7.31113e-05
100 990 1502 -3.68014e-05 2.24941e-05 7.34277e-05
101 1000 1501 -4.38516e-05 3.5729e-05 7.13078e-05
102 1010 1500 -4.62948e-05 4.81865e-05 7.10962e-05
103 1020 1499 -4.62354e-05 5.86765e-05 7.4732e-05
104 1030 1498 -4.60204e-05 6.84378e-05 8.18799e-05
105 1040 1497 -4.69721e-05 7.89259e-05 9.06048e-05
106 1050 1496 -4.83093e-05 8.98357e-05 9.75428e-05
107 1060 1495 -4.85427e-05 9.86512e-05 9.93298e-05
108 1070 1494 -4.90076e-05 0.00010333 9.63432e-05
109 1080 1493 -5.2117e-05 0.000104203 9.36877e-05
110 1090 1492 -5.74263e-05 0.000101895 9.54032e-05
111 1100 1491 -6.20554e-05 9.541e-05 9.9043e-05
112 1110 1490 -6.42875e-05 8.46244e-05 9.86329e-05
113 1120 1489 -6.42425e-05 7.21811e-05 9.22515e-05
114 1130 1488 -6.19087e-05 6.08216e-05 8.41122e-05
115 1140 1487 -5.63952e-05 5.17486e-05 7.88072e-05
116 1150 1486 -4.69274e-05 4.51946e-05 7.51925e-05
117 1160 1485 -3.44244e-05 3.97271e-05 6.8412e-05
118 1170 1484 -2.11827e-05 3.28848e-05 5.7622e-05
119 1180 1483 -9.10218e-06 2.37469e-05 4.86022e-05
120 1190 1482 6.34504e-07 1.43396e-05 4.66898e-05
121 1200 1481 7.08541e-06 7.97412e-06 4.99671e-05
122 1210 1480 1.09791e-05 5.56793e-06 5.26388e-05
123 1220 1479 1.52503e-05 3.21203e-06 5.22618e-05
124 1230 1478 2.09356e-05 -4.66813e-06 5.00057e-05
125 1240 1477 2.49148e-05 -1.93251e-05 4.63487e-05
126 1250 1476 2.39001e-05 -3.6791e-05 4.0712e-05
127 1260 1475 1.8687e-05 -5.19831e-05 3.35223e-05
128 1270 1474 1.33277e-05 -6.3026e-05 2.48049e-05
129 1280 1473 1.32274e-05 -7.20463e-05 1.38153e-05
130 1290 1472 2.10527e-05 -8.16514e-05 2.34277e-06
131 1300 1471 3.30553e-05 -9.22227e-05 -5.27002e-06
132 1310 1470 4.08994e-05 -0.000102264 -7.52033e-06
133 1320 1469 3.86375e-05 -0.000108714 -7.37953e-06
134 1330 1468 2.84765e-05 -0.000108368 -8.36493e-06
135 1340 1467 2.03458e-05 -0.0001014 -1.15697e-05
136 1350 1466 2.20824e-05 -9.14036e-05 -1.60617e-05
137 1360 1465 3.1054e-05 -8.06246e-05 -2.09087e-05
138 1370 1464 3.81128e-05 -6.83251e-05 -2.61365e-05
139 1380 1463 3.66713e-05 -5.46624e-05 -3.12216e-05
140 1390 1462 2.88885e-05 -4.1807e-05 -3.38567e-05
141 1400 1461 2.35581e-05 -3.14751e-05 -3.09992e-05
142 1410 1460 2.53924e-05 -2.39481e-05 -2.27778e-05
143 1420 1459 3.00766e-05 -1.92135e-05 -1.38663e-05
144 1430 1458 3.20188e-05 -1.72051e-05 -8.36481e-06
145 1440 1457 3.15152e-05 -1.75655e-05 -5.85128e-06
146 1450 1456 3.27883e-05 -2.02025e-05 -3.58631e-06
147 1460 1455 3.7973e-05 -2.46137e-05 -1.2801e-06
148 1470 1454 4.51574e-05 -2.85485e-05 -5.08823e-07
149 1480 1453 5.21968e-05 -2.91295e-05 1.08176e-07
150 1490 1452 6.05543e-05 -2.61351e-05 4.6249e-06
151 1500 1451 7.25471e-05 -2.17886e-05 1.29493e-05
152 1510 1450 8.52778e-05 -1.72988e-05 1.9733e-05
153 1520 1449 9.23472e-05 -1.24565e-05 2.1984e-05
154 1530 1448 9.14975e-05 -8.36294e-06 2.23928e-05
155 1540 1447 8.6915e-05 -7.34712e-06 2.40421e-05
156 1550 1446 8.2937e-05 -1.02119e-05 2.60686e-05
157 1560 1445 7.88279e-05 -1.60604e-05 2.72411e-05
158 1570 1444 7.16024e-05 -2.38363e-05 2.89968e-05
159 1580 1443 6.34576e-05 -3.23845e-05 3.1225e-05
160 1590 1442 6.06802e-05 -4.05148e-05 3.15552e-05
161 1600 1441 6.49723e-05 -4.80833e-05 2.95965e-05
162 1610 1440 7.03742e-05 -5.55707e-05 2.77055e-05
163 1620 1439 7.06952e-05 -6.32195e-05 2.84291e-05
164 1630 1438 6.6277e-05 -7.12545e-05 3.31053e-05
165 1640 1437 6.08926e-05 -7.92619e-05 4.14612e-05
166 1650 1436 5.59117e-05 -8.61385e-05 5.06745e-05
167 1660 1435 4.92171e-05 -9.20607e-05 5.66417e-05
168 1670 1434 3.88919e-05 -9.7562e-05 5.78013e-05
169 1680 1433 2.69895e-05 -0.000101058 5.65779e-05
170 1690 1432 1.8302e-05 -0.000100472 5.56746e-05
171 1700 1431 1.62017e-05 -9.68744e-05 5.50845e-05
172 1710 1430 1.94491e-05 -9.43037e-05 5.39688e-05
173 1720 1429 2.26498e-05 -9.45668e-05 5.24932e-05
174 1730 1428 2.13478e-05 -9.49526e-05 5.1145e-05
175 1740 1427 1.6369e-05 -9.24352e-05 4.92744e-05
176 1750 1426 1.21807e-05 -8.73067e-05 4.70546e-05
177 1760 1425 1.2604e-05 -8.11625e-05 4.55683e-05
178 1770 1424 1.69982e-05 -7.41517e-05 4.38435e-05
179 1780 1423 2.07357e-05 -6.58859e-05 4.0461e-05
180 1790 1422 2.08321e-05 -5.65459e-05 3.6371e-05
181 1800 1421 1.87601e-05 -4.68047e-05 3.24179e-05
182 1810 1420 1.81189e-05 -3.66025e-05 2.83004e-05
183 1820 1419 2.10554e-05 -2.5049e-05 2.4604e-05
184 1830 1418 2.60867e-05 -1.2939e-05 2.23296e-05
185 1840 1417 3.03688e-05 -4.46895e-06 2.15389e-05
186 1850 1416 3.1994e-05 -3.55559e-06 2.20109e-05
187 1860 1415 3.1261e-05 -8.13616e-06 2.33882e-05
188 1870 1414 3.00283e-05 -1.12895e-05 2.50493e-05
189 1880 1413 3.1112e-05 -8.7933e-06 2.65544e-05
190 1890 1412 3.70208e-05 -3.27486e-06 2.88457e-05
191 1900 1411 4.6975e-05 -7.90969e-07 3.294e-05
192 1910 1410 5.76482e-05 -5.14757e-06 3.73829e-05
193 1920 1409 6.68015e-05 -1.53745e-05 4.0203e-05
194 1930 1408 7.55158e-05 -2.68723e-05 4.29628e-05
195 1940 1407 8.62848e-05 -3.47417e-05 4.82383e-05
196 1950 1406 9.86716e-05 -3.74452e-05 5.44237e-05
197 1960 1405 0.000107823 -3.77037e-05 5.74327e-05
198 1970 1404 0.000110291 -3.93491e-05 5.59661e-05
199 1980 1403 0.000109582 -4.34933e-05 5.25242e-05
200 1990 1402 0.000111864 -4.79042e-05 5.06103e-05
18000 200
1 0 1801 0.000690225 0.000668661 0.000824711
2 10 1800 0.000646213 0.000626378 0.000780002
3 20 1799 0.000549404 0.000533756 0.000685326
4 30 1798 0.000461202 0.000448678 0.000605692
5 40 1797 0.000407672 0.000393319 0.00056213
6 50 1796 0.000376991 0.000356273 0.000535865
7 60 1795 0.000349211 0.000323063 0.000507813
8 70 1794 0.000317572 0.000289165 0.00047473
9 80 1793 0.000287613 0.000255294 0.000441071
10 90 1792 0.000264959 0.000223042 0.000410595
11 100 1791 0.000249025 0.00019494 0.000385465
12 110 1790 0.000235997 0.000173311 0.00036753
13 120 1789 0.000223144 0.000157781 0.000356978
14 130 1788 0.000209435 0.000145615 0.000350188
15 140 1787 0.000194139 0.000134268 0.000340548
16 150 1786 0.000176522 0.000123728 0.000324691
17 160 1785 0.00015754 0.000115546 0.000307164
18 170 1784 0.000139526 0.000108846 0.000295179
19 180 1783 0.0001231 9.9573e-05 0.000290785
20 190 1782 0.000107305 8.60756e-05 0.000290464
21 200 1781 9.28455e-05 7.23634e-05 0.000290689
22 210 1780 8.16469e-05 6.27054e-05 0.000289704
23 220 1779 7.33068e-05 5.61049e-05 0.000285449
24 230 1778 6.59869e-05 4.97877e-05 0.00027592
25 240 1777 5.92462e-05 4.45427e-05 0.000261916
26 250 1776 5.35117e-05 4.33067e-05 0.000247381
27 260 1775 4.93675e-05 4.74552e-05 0.000235652
28 270 1774 4.77201e-05 5.62338e-05 0.000226192
29 280 1773 4.8732e-05 6.79965e-05 0.00021699
30 290 1772 5.19465e-05 8.10913e-05 0.00020759
31 300 1771 5.73513e-05 9.37109e-05 0.000199053
32 310 1770 6.44779e-05 0.000103739 0.00019231
33 320 1769 7.13724e-05 0.000110731 0.000188739
34 330 1768 7.55604e-05 0.000116151 0.000190237
35 340 1767 7.58061e-05 0.000121517 0.000196322
36 350 1766 7.26792e-05 0.000127301 0.000202658
37 360 1765 6.85724e-05 0.000132418 0.000204266
38 370 1764 6.73739e-05 0.00013472 0.000200841
39 380 1763 7.15698e-05 0.000132765 0.000197929
40 390 1762 7.92468e-05 0.000126697 0.000201207
41 400 1761 8.57835e-05 0.000117768 0.000209771
42 410 1760 8.87463e-05 0.000107738 0.000217739
43 420 1759 8.92806e-05 9.7895e-05 0.000221826
44 430 1758 8.86389e-05 8.81955e-05 0.000223252
45 440 1757 8.64671e-05 7.78119e-05 0.000222435
46 450 1756 8.30675e-05 6.72327e-05 0.000216155
47 460 1755 8.04474e-05 5.83595e-05 0.000202419
48 470 1754 7.99778e-05 5.12278e-05 0.000184971
49 480 1753 8.04188e-05 4.34555e-05 0.000170183
50 490 1752 7.98261e-05 3.44164e-05 0.000160122
51 500 1751 7.79152e-05 2.69804e-05 0.000152115
52 510 1750 7.57818e-05 2.40221e-05 0.000143482
53 520 1749 7.53657e-05 2.4807e-05 0.000133105
54 530 1748 7.85169e-05 2.61991e-05 0.000121119
55 540 1747 8.5058e-05 2.6225e-05 0.000109362
56 550 1746 9.25531e-05 2.46374e-05 0.000100133
57 560 1745 9.85411e-05 2.12451e-05 9.44389e-05
58 570 1744 0.000101744 1.62564e-05 9.20051e-05
59 580 1743 0.000102118 1.14767e-05 9.19532e-05
60 590 1742 0.000100482 9.88513e-06 9.25981e-05
61 600 1741 9.75415e-05 1.25588e-05 9.22026e-05
62 610 1740 9.32359e-05 1.61709e-05 9.14664e-05
63 620 1739 8.75874e-05 1.6405e-05 9.35717e-05
64 630 1738 8.12866e-05 1.37429e-05 9.88179e-05
65 640 1737 7.54881e-05 1.42622e-05 0.000102003
66 650 1736 7.20624e-05 2.38035e-05 9.84776e-05
67 660 1735 7.25731e-05 4.18808e-05 9.01618e-05
68 670 1734 7.57255e-05 6.23536e-05 8.27955e-05
69 680 1733 7.73174e-05 7.94129e-05 7.96107e-05
70 690 1732 7.32597e-05 9.11463e-05 8.00999e-05
71 700 1731 6.33616e-05 9.82639e-05 8.16009e-05
72 710 1730 5.27131e-05 0.000101406 8.11107e-05
73 720 1729 4.74248e-05 0.000101447 7.83323e-05
74 730 1728 4.95483e-05 0.000100686 7.58081e-05
75 740 1727 5.58161e-05 0.000100649 7.50858e-05
76 750 1726 6.06309e-05 9.88389e-05 7.51026e-05
77 760 1725 6.09154e-05 9.22797e-05 7.3697e-05
78 770 1724 5.85418e-05 8.32543e-05 7.0971e-05
79 780 1723 5.77602e-05 7.61189e-05 6.91301e-05
80 790 1722 6.03039e-05 7.09322e-05 6.81155e-05
81 800 1721 6.41449e-05 6.488e-05 6.51847e-05
82 810 1720 6.61489e-05 5.91512e-05 5.93864e-05
83 820 1719 6.33781e-05 5.776e-05 5.29258e-05
84 830 1718 5.37738e-05 5.90158e-05 4.81846e-05
85 840 1717 3.81348e-05 5.59342e-05 4.56594e-05
86 850 1716 2.06493e-05 4.69187e-05 4.46267e-05
87 860 1715 6.81816e-06 3.9074e-05 4.5508e-05
88 870 1714 4.47259e-08 3.79108e-05 5.03227e-05
89 880 1713 -6.52082e-07 4.02933e-05 5.86584e-05
90 890 1712 6.29315e-07 3.99248e-05 6.60662e-05
91 900 1711 1.15036e-06 3.49951e-05 6.87063e-05
92 910 1710 1.62316e-06 2.81008e-05 6.72202e-05
93 920 1709 3.45605e-06 2.22498e-05 6.42018e-05
94 930 1708 6.02874e-06 1.98823e-05 6.02755e-05
95 940 1707 8.04734e-06 2.26734e-05 5.56877e-05
96 950 1706 8.84735e-06 2.94993e-05 5.33564e-05
97 960 1705 6.99737e-06 3.65822e-05 5.7013e-05
98 970 1704 4.21959e-07 4.17518e-05 6.50864e-05
99 980 1703 -1.07651e-05 4.67926e-05 7.00877e-05
100 990 1702 -2.30639e-05 5.40615e-05 6.74876e-05
101 1000 1701 -3.23348e-05 6.29327e-05 6.15971e-05
102 1010 1700 -3.74518e-05 7.13508e-05 5.97789e-05
103 1020 1699 -4.04593e-05 7.91106e-05 6.49905e-05
104 1030 1698 -4.36896e-05 8.74153e-05 7.4885e-05
105 1040 1697 -4.71347e-05 9.63684e-05 8.4832e-05
106 1050 1696 -4.88557e-05 0.000104456 9.05838e-05
107 1060 1695 -4.81138e-05 0.000109487 9.03401e-05
108 1070 1694 -4.79522e-05 0.000110914 8.66557e-05
109 1080 1693 -5.21475e-05 0.000110812 8.55576e-05
110 1090 1692 -5.99681e-05 0.000110691 9.03943e-05
111 1100 1691 -6.71014e-05 0.000108412 9.7321e-05
112 1110 1690 -7.07474e-05 0.000101098 9.92604e-05
113 1120 1689 -7.10914e-05 8.95138e-05 9.36834e-05
114 1130 1688 -6.90646e-05 7.70341e-05 8.48333e-05
115 1140 1687 -6.42791e-05 6.62015e-05 7.85383e-05
116 1150 1686 -5.57849e-05 5.71744e-05 7.56469e-05
117 1160 1685 -4.37725e-05 4.8014e-05 7.17697e-05
118 1170 1684 -3.01901e-05 3.70445e-05 6.37852e-05
119 1180 1683 -1.74462e-05 2.46427e-05 5.48858e-05
120 1190 1682 -7.22479e-06 1.29663e-05 5.04852e-05
121 1200 1681 -5.20433e-07 4.20858e-06 5.13999e-05
122 1210 1680 3.65557e-06 -1.06752e-06 5.42098e-05
123 1220 1679 7.88393e-06 -5.34905e-06 5.60633e-05
124 1230 1678 1.24426e-05 -1.25724e-05 5.55721e-05
125 1240 1677 1.45326e-05 -2.38511e-05 5.17194e-05
126 1250 1676 1.23368e-05 -3.60967e-05 4.48796e-05
127 1260 1675 8.07185e-06 -4.55515e-05 3.70156e-05
128 1270 1674 6.11352e-06 -5.21688e-05 2.83898e-05
129 1280 1673 9.95032e-06 -5.93794e-05 1.76936e-05
130 1290 1672 2.02106e-05 -6.93787e-05 6.82773e-06
131 1300 1671 3.33415e-05 -8.10113e-05 2.67885e-07
132 1310 1670 4.2674e-05 -9.22852e-05 -1.08346e-06
133 1320 1669 4.3425e-05 -0.000101021 -9.22927e-07
134 1330 1668 3.78956e-05 -0.000104172 -3.22067e-06
135 1340 1667 3.45003e-05 -0.000100674 -8.90416e-06
136 1350 1666 3.9201e-05 -9.30751e-05 -1.59747e-05
137 1360 1665 4.82579e-05 -8.36799e-05 -2.17519e-05
138 1370 1664 5.2523e-05 -7.20043e-05 -2.55834e-05
139 1380 1663 4.72736e-05 -5.79216e-05 -2.85709e-05
140 1390 1662 3.68307e-05 -4.34434e-05 -3.03651e-05
141 1400 1661 3.0126e-05 -3.05907e-05 -2.78808e-05
142 1410 1660 3.06082e-05 -1.99444e-05 -2.0038e-05
143 1420 1659 3.33155e-05 -1.16331e-05 -1.08136e-05
144 1430 1658 3.26627e-05 -6.11765e-06 -4.23191e-06
145 1440 1657 2.94742e-05 -3.90352e-06 3.07125e-07
146 1450 1656 2.89844e-05 -5.15753e-06 5.22976e-06
147 1460 1655 3.38584e-05 -8.84261e-06 1.00898e-05
148 1470 1654 4.20321e-05 -1.25138e-05 1.30403e-05
149 1480 1653 5.09346e-05 -1.34038e-05 1.54582e-05
150 1490 1652 6.09118e-05 -1.06463e-05 2.10572e-05
151 1500 1651 7.28008e-05 -5.68675e-06 2.92194e-05
152 1510 1650 8.3345e-05 -1.72063e-07 3.44847e-05
153 1520 1649 8.74397e-05 5.07885e-06 3.43269e-05
154 1530 1648 8.40444e-05 8.93363e-06 3.25145e-05
155 1540 1647 7.73054e-05 1.00618e-05 3.36263e-05
156 1550 1646 7.10089e-05 8.27684e-06 3.75706e-05
157 1560 1645 6.35913e-05 4.14895e-06 4.17301e-05
158 1570 1644 5.18454e-05 -2.06874e-06 4.50428e-05
159 1580 1643 3.79922e-05 -1.00501e-05 4.67464e-05
160 1590 1642 2.88477e-05 -1.8763e-05 4.59102e-05
161 1600 1641 2.78705e-05 -2.69453e-05 4.33822e-05
162 1610 1640 3.15986e-05 -3.38736e-05 4.13618e-05
163 1620 1639 3.45253e-05 -3.99567e-05 4.16735e-05
164 1630 1638 3.50821e-05 -4.63333e-05 4.55287e-05
165 1640 1637 3.46986e-05 -5.2672e-05 5.33073e-05
166 1650 1636 3.30539e-05 -5.72104e-05 6.2967e-05
167 1660 1635 2.79988e-05 -6.00176e-05 7.05005e-05
168 1670 1634 1.91559e-05 -6.28184e-05 7.35486e-05
169 1680 1633 8.90076e-06 -6.54981e-05 7.32409e-05
170 1690 1632 5.12524e-07 -6.6063e-05 7.15028e-05
171 1700 1631 -4.17809e-06 -6.41922e-05 6.91252e-05
172 1710 1630 -6.44589e-06 -6.27817e-05 6.68132e-05
173 1720 1629 -9.74687e-06 -6.41815e-05 6.51142e-05
174 1730 1628 -1.60943e-05 -6.71369e-05 6.37571e-05
175 1740 1627 -2.34317e-05 -6.91257e-05 6.20604e-05
176 1750 1626 -2.79494e-05 -6.91182e-05 6.10597e-05
177 1760 1625 -2.78876e-05 -6.63875e-05 6.14956e-05
178 1770 1624 -2.48259e-05 -5.94778e-05 6.07787e-05
179 1780 1623 -2.1796e-05 -4.82296e-05 5.73224e-05
180 1790 1622 -1.96172e-05 -3.43721e-05 5.38984e-05
181 1800 1621 -1.64797e-05 -2.00505e-05 5.24567e-05
182 1810 1620 -1.12663e-05 -6.14888e-06 5.13801e-05
183 1820 1619 -4.74262e-06 7.77747e-06 4.90821e-05
184 1830 1618 2.00008e-06 2.1274e-05 4.63077e-05
185 1840 1617 7.91203e-06 3.11902e-05 4.48947e-05
186 1850 1616 1.19801e-05 3.42437e-05 4.59004e-05
187 1860 1615 1.3742e-05 3.1833e-05 4.80472e-05
188 1870 1614 1.3745e-05 2.9737e-05 4.92664e-05
189 1880 1613 1.42505e-05 3.22211e-05 4.9668e-05
190 1890 1612 1.83993e-05 3.79011e-05 5.21288e-05
191 1900 1611 2.67615e-05 4.14445e-05 5.82279e-05
192 1910 1610 3.64017e-05 3.85511e-05 6.4902e-05
193 1920 1609 4.47014e-05 2.95928e-05 6.83261e-05
194 1930 1608 5.25814e-05 1.93056e-05 7.00707e-05
195 1940 1607 6.25218e-05 1.25885e-05 7.43784e-05
196 1950 1606 7.44698e-05 1.02e-05 8.09072e-05
197 1960 1605 8.49724e-05 9.35408e-06 8.47192e-05
198 1970 1604 9.09273e-05 7.54715e-06 8.25581e-05
199 1980 1603 9.38174e-05 4.37073e-06 7.66639e-05
200 1990 1602 9.75502e-05 7.48377e-07 7.27232e-05
20000 200
1 0 2001 0.000739401 0.000678985 0.000836506
2 10 2000 0.000694037 0.000636871 0.000791611
3 20 1999 0.00059432 0.000544959 0.000696053
4 30 1998 0.000503448 0.000461294 0.000615111
5 40 1997 0.000449334 0.000407876 0.000570226
6 50 1996 0.000420145 0.00037247 0.000543204
7 60 1995 0.000393749 0.000339582 0.000515001
8 70 1994 0.000360857 0.000304864 0.000481519
9 80 1993 0.000326624 0.000270377 0.000446101
10 90 1992 0.000299082 0.000238377 0.000412364
11 100 1991 0.000280476 0.000210799 0.000383483
12 110 1990 0.000267304 0.000189361 0.000362543
13 120 1989 0.00025472 0.000173705 0.000350686
14 130 1988 0.000239453 0.000161129 0.000344482
15 140 1987 0.00022028 0.000148904 0.000336409
16 150 1986 0.000197862 0.000136889 0.000321572
17 160 1985 0.000175515 0.000126919 0.000303338
18 170 1984 0.000157204 0.000118831 0.000289218
19 180 1983 0.000143299 0.000109036 0.000282532
20 190 1982 0.000130919 9.52897e-05 0.000280535
21 200 1981 0.000118453 8.05065e-05 0.000279435
22 210 1980 0.000106646 6.87534e-05 0.000276788
23 220 1979 9.54488e-05 6.00245e-05 0.000270197
24 230 1978 8.45771e-05 5.26499e-05 0.000258237
25 240 1977 7.52712e-05 4.75255e-05 0.00024273
26 250 1976 6.86432e-05 4.67364e-05 0.000227835
27 260 1975 6.45758e-05 5.06481e-05 0.000216101
28 270 1974 6.23898e-05 5.77206e-05 0.000206361
29 280 1973 6.1059e-05 6.61461e-05 0.000196264
30 290 1972 6.02333e-05 7.53227e-05 0.000185328
31 300 1971 6.11522e-05 8.53627e-05 0.000175243
32 310 1970 6.48577e-05 9.52193e-05 0.00016809
33 320 1969 7.01941e-05 0.000103201 0.000165402
34 330 1968 7.40485e-05 0.000108471 0.000167685
35 340 1967 7.33399e-05 0.000111477 0.000173486
36 350 1966 6.70592e-05 0.000113718 0.000178929
37 360 1965 5.77145e-05 0.000116187 0.000179783
38 370 1964 5.09473e-05 0.00011793 0.000175795
39 380 1963 5.16498e-05 0.000116915 0.000172483
40 390 1962 5.92674e-05 0.000111957 0.000176095
41 400 1961 6.83323e-05 0.000103804 0.000186041
42 410 1960 7.38314e-05 9.47227e-05 0.000195489
43 420 1959 7.43598e-05 8.6235e-05 0.000199606
44 430 1958 7.07366e-05 7.74998e-05 0.000199325
45 440 1957 6.47634e-05 6.73555e-05 0.000196841
46 450 1956 5.92488e-05 5.71065e-05 0.000190925
47 460 1955 5.67839e-05 4.89439e-05 0.000179455
48 470 1954 5.75147e-05 4.21832e-05 0.000164696
49 480 1953 5.8825e-05 3.40419e-05 0.000152548
50 490 1952 5.83234e-05 2.43642e-05 0.00014588
51 500 1951 5.64197e-05 1.6503e-05 0.000142137
52 510 1950 5.55267e-05 1.30853e-05 0.000137908
53 520 1949 5.82048e-05 1.27566e-05 0.000131693
54 530 1948 6.5234e-05 1.20934e-05 0.000123765
55 540 1947 7.46593e-05 9.54096e-06 0.000115766
56 550 1946 8.30426e-05 5.80205e-06 0.000109096
57 560 1945 8.83392e-05 1.38901e-06 0.000103843
58 570 1944 9.06427e-05 -3.34921e-06 9.97266e-05
59 580 1943 9.13883e-05 -7.17757e-06 9.69296e-05
60 590 1942 9.21413e-05 -8.50288e-06 9.52751e-05
61 600 1941 9.30365e-05 -7.31659e-06 9.37921e-05
62 610 1940 9.25133e-05 -6.54945e-06 9.24673e-05
63 620 1939 8.94285e-05 -9.15043e-06 9.29889e-05
64 630 1938 8.42719e-05 -1.34187e-05 9.54815e-05
65 640 1937 7.85384e-05 -1.33642e-05 9.63978e-05
66 650 1936 7.48513e-05 -4.6247e-06 9.28619e-05
67 660 1935 7.59889e-05 1.10183e-05 8.6899e-05
68 670 1934 8.14966e-05 2.78195e-05 8.28174e-05
69 680 1933 8.64099e-05 4.16773e-05 8.25837e-05
70 690 1932 8.51947e-05 5.19783e-05 8.54655e-05
71 700 1931 7.71275e-05 5.92107e-05 8.89265e-05
72 710 1930 6.76668e-05 6.30959e-05 8.98886e-05
73 720 1929 6.33646e-05 6.41834e-05 8.77898e-05
74 730 1928 6.67882e-05 6.48774e-05 8.52711e-05
75 740 1927 7.52447e-05 6.66641e-05 8.4766e-05
76 750 1926 8.29283e-05 6.69744e-05 8.61209e-05
77 760 1925 8.5465e-05 6.22851e-05 8.72592e-05
78 770 1924 8.35071e-05 5.41271e-05 8.69785e-05
79 780 1923 8.13393e-05 4.70817e-05 8.61382e-05
80 790 1922 8.18454e-05 4.1857e-05 8.49755e-05
81 800 1921 8.47821e-05 3.58776e-05 8.20513e-05
82 810 1920 8.82098e-05 3.04203e-05 7.70704e-05
83 820 1919 8.82886e-05 2.95996e-05 7.17221e-05
84 830 1918 8.07908e-05 3.18042e-05 6.78622e-05
85 840 1917 6.52229e-05 3.0218e-05 6.62e-05
86 850 1916 4.64676e-05 2.31149e-05 6.59722e-05
87 860 1915 3.18432e-05 1.70197e-05 6.70401e-05
88 870 1914 2.58213e-05 1.71363e-05 7.09069e-05
89 880 1913 2.65156e-05 2.08135e-05 7.73743e-05
90 890 1912 2.75678e-05 2.24055e-05 8.30686e-05
91 900 1911 2.47893e-05 1.99072e-05 8.53276e-05
92 910 1910 2.01449e-05 1.49462e-05 8.55665e-05
93 920 1909 1.85226e-05 9.65291e-06 8.62075e-05
94 930 1908 2.20211e-05 6.50421e-06 8.62781e-05
95 940 1907 2.83259e-05 8.08309e-06 8.39501e-05
96 950 1906 3.26187e-05 1.43083e-05 8.10561e-05
97 960 1905 2.99194e-05 2.19564e-05 8.17014e-05
98 970 1904 1.84381e-05 2.87118e-05 8.63023e-05
99 980 1903 2.3013e-06 3.57025e-05 8.99429e-05
100 990 1902 -1.13733e-05 4.48015e-05 8.8981e-05
101 1000 1901 -1.8546e-05 5.53074e-05 8.61262e-05
102 1010 1900 -2.11531e-05 6.50266e-05 8.64619e-05
103 1020 1899 -2.41485e-05 7.30729e-05 9.1699e-05
104 1030 1898 -3.03474e-05 7.99589e-05 9.99138e-05
105 1040 1897 -3.79371e-05 8.61104e-05 0.000107892
